distrito,sector,uso_grupo,compatibilidad_desc,conteo
D4,D - Independencia-Alamitos,Industrial,No permitida,19
D4,D - Independencia-Alamitos,Infraestructura,Compatible,4
D4,D - Independencia-Alamitos,Infraestructura,Condicionada,3
D4,D - Independencia-Alamitos,Infraestructura,No permitida,3
E1,E - Cetys-Tecnologico,Agricola,No permitida,7
E1,E - Cetys-Tecnologico,Comercio y servicios,Compatible,66
E1,E - Cetys-Tecnologico,Comercio y servicios,Condicionada,20
E1,E - Cetys-Tecnologico,Comercio y servicios,No permitida,8
E1,E - Cetys-Tecnologico,Equipamiento,Compatible,53
E1,E - Cetys-Tecnologico,Equipamiento,Condicionada,4
E1,E - Cetys-Tecnologico,Equipamiento,No permitida,12
E1,E - Cetys-Tecnologico,Habitacional,Compatible,10
E1,E - Cetys-Tecnologico,Habitacional,No permitida,4
E1,E - Cetys-Tecnologico,Industrial,Compatible,10
E1,E - Cetys-Tecnologico,Industrial,Condicionada,6
E1,E - Cetys-Tecnologico,Industrial,No permitida,17
E1,E - Cetys-Tecnologico,Infraestructura,Compatible,4
E1,E - Cetys-Tecnologico,Infraestructura,Condicionada,3
E1,E - Cetys-Tecnologico,Infraestructura,No permitida,3
E2,E - Cetys-Tecnologico,Agricola,No permitida,7
E2,E - Cetys-Tecnologico,Comercio y servicios,Compatible,68
E2,E - Cetys-Tecnologico,Comercio y servicios,Condicionada,17
E2,E - Cetys-Tecnologico,Comercio y servicios,No permitida,9
E2,E - Cetys-Tecnologico,Equipamiento,Compatible,53
E2,E - Cetys-Tecnologico,Equipamiento,Condicionada,2
E2,E - Cetys-Tecnologico,Equipamiento,No permitida,14
E2,E - Cetys-Tecnologico,Habitacional,Compatible,9
E2,E - Cetys-Tecnologico,Habitacional,No permitida,5
E2,E - Cetys-Tecnologico,Industrial,Compatible,15
E2,E - Cetys-Tecnologico,Industrial,Condicionada,8
E2,E - Cetys-Tecnologico,Industrial,No permitida,10
E2,E - Cetys-Tecnologico,Infraestructura,Compatible,4
E2,E - Cetys-Tecnologico,Infraestructura,Condicionada,3
E2,E - Cetys-Tecnologico,Infraestructura,No permitida,3
E3,E - Cetys-Tecnologico,Agricola,No permitida,7
E3,E - Cetys-Tecnologico,Comercio y servicios,Compatible,59
E3,E - Cetys-Tecnologico,Comercio y servicios,Condicionada,15
E3,E - Cetys-Tecnologico,Comercio y servicios,No permitida,20
E3,E - Cetys-Tecnologico,Equipamiento,Compatible,53
E3,E - Cetys-Tecnologico,Equipamiento,Condicionada,2
E3,E - Cetys-Tecnologico,Equipamiento,No permitida,14
E3,E - Cetys-Tecnologico,Habitacional,Compatible,10
E3,E - Cetys-Tecnologico,Habitacional,No permitida,4
E3,E - Cetys-Tecnologico,Industrial,Compatible,4
E3,E - Cetys-Tecnologico,Industrial,Condicionada,5
E3,E - Cetys-Tecnologico,Industrial,No permitida,24
E3,E - Cetys-Tecnologico,Infraestructura,Compatible,4
E3,E - Cetys-Tecnologico,Infraestructura,Condicionada,3
E3,E - Cetys-Tecnologico,Infraestructura,No permitida,3
E4,E - Cetys-Tecnologico,Agricola,No permitida,7
E4,E - Cetys-Tecnologico,Comercio y servicios,Compatible,59
E4,E - Cetys-Tecnologico,Comercio y servicios,Condicionada,15
E4,E - Cetys-Tecnologico,Comercio y servicios,No permitida,20
E4,E - Cetys-Tecnologico,Equipamiento,Compatible,51
E4,E - Cetys-Tecnologico,Equipamiento,Condicionada,1
E4,E - Cetys-Tecnologico,Equipamiento,No permitida,17
E4,E - Cetys-Tecnologico,Habitacional,Compatible,9
E4,E - Cetys-Tecnologico,Habitacional,No permitida,5
E4,E - Cetys-Tecnologico,Industrial,Compatible,5
E4,E - Cetys-Tecnologico,Industrial,Condicionada,6
E4,E - Cetys-Tecnologico,Industrial,No permitida,22
E4,E - Cetys-Tecnologico,Infraestructura,Compatible,4
E4,E - Cetys-Tecnologico,Infraestructura,Condicionada,3
E4,E - Cetys-Tecnologico,Infraestructura,No permitida,3
E5,E - Cetys-Tecnologico,Agricola,No permitida,7
E5,E - Cetys-Tecnologico,Comercio y servicios,Compatible,59
E5,E - Cetys-Tecnologico,Comercio y servicios,Condicionada,16
E5,E - Cetys-Tecnologico,Comercio y servicios,No permitida,19
E5,E - Cetys-Tecnologico,Equipamiento,Compatible,50
E5,E - Cetys-Tecnologico,Equipamiento,Condicionada,1
E5,E - Cetys-Tecnologico,Equipamiento,No permitida,18
E5,E - Cetys-Tecnologico,Habitacional,Compatible,9
E5,E - Cetys-Tecnologico,Habitacional,No permitida,5
E5,E - Cetys-Tecnologico,Industrial,Compatible,8
E5,E - Cetys-Tecnologico,Industrial,Condicionada,6
E5,E - Cetys-Tecnologico,Industrial,No permitida,19
E5,E - Cetys-Tecnologico,Infraestructura,Compatible,4
E5,E - Cetys-Tecnologico,Infraestructura,Condicionada,3
E5,E - Cetys-Tecnologico,Infraestructura,No permitida,3
E6,E - Cetys-Tecnologico,Agricola,No permitida,7
E6,E - Cetys-Tecnologico,Comercio y servicios,Compatible,59
E6,E - Cetys-Tecnologico,Comercio y servicios,Condicionada,15
E6,E - Cetys-Tecnologico,Comercio y servicios,No permitida,20
E6,E - Cetys-Tecnologico,Equipamiento,Compatible,50
E6,E - Cetys-Tecnologico,Equipamiento,Condicionada,1
E6,E - Cetys-Tecnologico,Equipamiento,No permitida,18
E6,E - Cetys-Tecnologico,Habitacional,Compatible,9
E6,E - Cetys-Tecnologico,Habitacional,No permitida,5
E6,E - Cetys-Tecnologico,Industrial,Compatible,8
E6,E - Cetys-Tecnologico,Industrial,Condicionada,6
E6,E - Cetys-Tecnologico,Industrial,No permitida,19
E6,E - Cetys-Tecnologico,Infraestructura,Compatible,4
E6,E - Cetys-Tecnologico,Infraestructura,Condicionada,3
E6,E - Cetys-Tecnologico,Infraestructura,No permitida,3
E7,E - Cetys-Tecnologico,Agricola,No permitida,7
E7,E - Cetys-Tecnologico,Comercio y servicios,Compatible,67
E7,E - Cetys-Tecnologico,Comercio y servicios,Condicionada,17
E7,E - Cetys-Tecnologico,Comercio y servicios,No permitida,10
E7,E - Cetys-Tecnologico,Equipamiento,Compatible,53
E7,E - Cetys-Tecnologico,Equipamiento,Condicionada,2
E7,E - Cetys-Tecnologico,Equipamiento,No permitida,14
E7,E - Cetys-Tecnologico,Habitacional,Compatible,3
E7,E - Cetys-Tecnologico,Habitacional,No permitida,11
E7,E - Cetys-Tecnologico,Industrial,Compatible,15
E7,E - Cetys-Tecnologico,Industrial,Condicionada,8
E7,E - Cetys-Tecnologico,Industrial,No permitida,10
E7,E - Cetys-Tecnologico,Infraestructura,Compatible,4
E7,E - Cetys-Tecnologico,Infraestructura,Condicionada,3
E7,E - Cetys-Tecnologico,Infraestructura,No permitida,3
F1,F - Abasolo,Agricola,No permitida,7
F1,F - Abasolo,Comercio y servicios,Compatible,67
F1,F - Abasolo,Comercio y servicios,Condicionada,17
F1,F - Abasolo,Comercio y servicios,No permitida,10
F1,F - Abasolo,Equipamiento,Compatible,54
F1,F - Abasolo,Equipamiento,Condicionada,2
F1,F - Abasolo,Equipamiento,No permitida,12
F1,F - Abasolo,Equipamiento,,1
F1,F - Abasolo,Habitacional,Compatible,9
F1,F - Abasolo,Habitacional,No permitida,5
F1,F - Abasolo,Industrial,Compatible,15
F1,F - Abasolo,Industrial,Condicionada,8
F1,F - Abasolo,Industrial,No permitida,10
F1,F - Abasolo,Infraestructura,Compatible,4
F1,F - Abasolo,Infraestructura,Condicionada,3
F1,F - Abasolo,Infraestructura,No permitida,3
F2,F - Abasolo,Agricola,No permitida,7
F2,F - Abasolo,Comercio y servicios,Compatible,66
F2,F - Abasolo,Comercio y servicios,Condicionada,23
F2,F - Abasolo,Comercio y servicios,No permitida,5
F2,F - Abasolo,Equipamiento,Compatible,56
F2,F - Abasolo,Equipamiento,Condicionada,5
F2,F - Abasolo,Equipamiento,No permitida,8
F2,F - Abasolo,Habitacional,Compatible,9
F2,F - Abasolo,Habitacional,No permitida,5
F2,F - Abasolo,Industrial,Compatible,11
F2,F - Abasolo,Industrial,Condicionada,10
F2,F - Abasolo,Industrial,No permitida,12
F2,F - Abasolo,Infraestructura,Compatible,4
F2,F - Abasolo,Infraestructura,Condicionada,4
F2,F - Abasolo,Infraestructura,No permitida,2
F3,F - Abasolo,Agricola,No permitida,7
F3,F - Abasolo,Comercio y servicios,Compatible,59
F3,F - Abasolo,Comercio y servicios,Condicionada,23
F3,F - Abasolo,Comercio y servicios,No permitida,12
F3,F - Abasolo,Equipamiento,Compatible,52
F3,F - Abasolo,Equipamiento,Condicionada,3
F3,F - Abasolo,Equipamiento,No permitida,14
F3,F - Abasolo,Habitacional,Compatible,9
F3,F - Abasolo,Habitacional,No permitida,5
F3,F - Abasolo,Industrial,Compatible,3
F3,F - Abasolo,Industrial,Condicionada,15
F3,F - Abasolo,Industrial,No permitida,15
F3,F - Abasolo,Infraestructura,Compatible,4
F3,F - Abasolo,Infraestructura,Condicionada,3
F3,F - Abasolo,Infraestructura,No permitida,3
F4,F - Abasolo,Agricola,Condicionada,5
F4,F - Abasolo,Agricola,No permitida,2
F4,F - Abasolo,Comercio y servicios,Compatible,66
F4,F - Abasolo,Comercio y servicios,Condicionada,23
F4,F - Abasolo,Comercio y servicios,No permitida,5
F4,F - Abasolo,Equipamiento,Compatible,52
F4,F - Abasolo,Equipamiento,Condicionada,9
F4,F - Abasolo,Equipamiento,No permitida,8
F4,F - Abasolo,Habitacional,Compatible,9
F4,F - Abasolo,Habitacional,No permitida,5
F4,F - Abasolo,Industrial,Compatible,13
F4,F - Abasolo,Industrial,Condicionada,10
F4,F - Abasolo,Industrial,No permitida,10
F4,F - Abasolo,Infraestructura,Compatible,4
F4,F - Abasolo,Infraestructura,Condicionada,4
F4,F - Abasolo,Infraestructura,No permitida,2
F5,F - Abasolo,Agricola,No permitida,7
F5,F - Abasolo,Comercio y servicios,Compatible,59
F5,F - Abasolo,Comercio y servicios,Condicionada,23
F5,F - Abasolo,Comercio y servicios,No permitida,12
F5,F - Abasolo,Equipamiento,Compatible,52
F5,F - Abasolo,Equipamiento,Condicionada,3
F5,F - Abasolo,Equipamiento,No permitida,14
F5,F - Abasolo,Habitacional,Compatible,9
F5,F - Abasolo,Habitacional,No permitida,5
F5,F - Abasolo,Industrial,Compatible,3
F5,F - Abasolo,Industrial,Condicionada,18
F5,F - Abasolo,Industrial,No permitida,12
F5,F - Abasolo,Infraestructura,Compatible,4
F5,F - Abasolo,Infraestructura,Condicionada,3
F5,F - Abasolo,Infraestructura,No permitida,3
G1,G - Progreso,Comercio y servicios,Compatible,67
G1,G - Progreso,Comercio y servicios,Condicionada,31
G1,G - Progreso,Comercio y servicios,No permitida,1
G1,G - Progreso,Equipamiento,Compatible,39
G1,G - Progreso,Equipamiento,Condicionada,25
G1,G - Progreso,Equipamiento,No permitida,3
G1,G - Progreso,Habitacional,Compatible,7
G1,G - Progreso,Habitacional,Condicionada,5
G1,G - Progreso,Habitacional,No permitida,2
G1,G - Progreso,Industrial,Compatible,11
G1,G - Progreso,Industrial,Condicionada,14
G1,G - Progreso,Industrial,No permitida,13
G2,G - Progreso,Comercio y servicios,Compatible,55
G2,G - Progreso,Comercio y servicios,Condicionada,2
G2,G - Progreso,Comercio y servicios,No permitida,42
G2,G - Progreso,Equipamiento,Compatible,20
G2,G - Progreso,Equipamiento,Condicionada,7
G2,G - Progreso,Equipamiento,No permitida,40
G2,G - Progreso,Habitacional,Compatible,7
G2,G - Progreso,Habitacional,Condicionada,4
G2,G - Progreso,Habitacional,No permitida,3
G2,G - Progreso,Industrial,Compatible,1
G2,G - Progreso,Industrial,No permitida,37
G3,G - Progreso,Comercio y servicios,Compatible,67
G3,G - Progreso,Comercio y servicios,Condicionada,30
G3,G - Progreso,Comercio y servicios,No permitida,2
G3,G - Progreso,Equipamiento,Compatible,39
G3,G - Progreso,Equipamiento,Condicionada,25
G3,G - Progreso,Equipamiento,No permitida,3
G3,G - Progreso,Habitacional,Compatible,4
G3,G - Progreso,Habitacional,Condicionada,7
G3,G - Progreso,Habitacional,No permitida,3
G3,G - Progreso,Industrial,Compatible,10
G3,G - Progreso,Industrial,Condicionada,14
G3,G - Progreso,Industrial,No permitida,14
G4,G - Progreso,Comercio y servicios,Compatible,3
G4,G - Progreso,Comercio y servicios,Condicionada,1
G4,G - Progreso,Comercio y servicios,No permitida,95
G4,G - Progreso,Equipamiento,Compatible,1
G4,G - Progreso,Equipamiento,No permitida,66
G4,G - Progreso,Habitacional,No permitida,14
G4,G - Progreso,Industrial,Compatible,1
G4,G - Progreso,Industrial,No permitida,37
G5,G - Progreso,Comercio y servicios,Compatible,77
G5,G - Progreso,Comercio y servicios,Condicionada,19
G5,G - Progreso,Comercio y servicios,No permitida,3
G5,G - Progreso,Equipamiento,Compatible,47
G5,G - Progreso,Equipamiento,Condicionada,16
G5,G - Progreso,Equipamiento,No permitida,4
G5,G - Progreso,Habitacional,Compatible,7
G5,G - Progreso,Habitacional,Condicionada,3
G5,G - Progreso,Habitacional,No permitida,4
G5,G - Progreso,Industrial,Compatible,11
G5,G - Progreso,Industrial,Condicionada,14
G5,G - Progreso,Industrial,No permitida,13
H1,H - Portales,Comercio y servicios,Compatible,74
H1,H - Portales,Comercio y servicios,Condicionada,23
H1,H - Portales,Comercio y servicios,No permitida,2
H1,H - Portales,Equipamiento,Compatible,38
H1,H - Portales,Equipamiento,Condicionada,22
H1,H - Portales,Equipamiento,No permitida,7
H1,H - Portales,Habitacional,Compatible,7
H1,H - Portales,Habitacional,Condicionada,3
H1,H - Portales,Habitacional,No permitida,4
H1,H - Portales,Industrial,Compatible,11
H1,H - Portales,Industrial,Condicionada,12
H1,H - Portales,Industrial,No permitida,15
H2,H - Portales,Comercio y servicios,Compatible,67
H2,H - Portales,Comercio y servicios,Condicionada,19
H2,H - Portales,Comercio y servicios,No permitida,13
H2,H - Portales,Equipamiento,Compatible,46
H2,H - Portales,Equipamiento,Condicionada,7
H2,H - Portales,Equipamiento,No permitida,14
H2,H - Portales,Habitacional,Compatible,7
H2,H - Portales,Habitacional,Condicionada,3
H2,H - Portales,Habitacional,No permitida,4
H2,H - Portales,Industrial,Compatible,2
H2,H - Portales,Industrial,Condicionada,12
H2,H - Portales,Industrial,No permitida,24
H3,H - Portales,Comercio y servicios,Compatible,72
H3,H - Portales,Comercio y servicios,Condicionada,22
H3,H - Portales,Comercio y servicios,No permitida,5
H3,H - Portales,Equipamiento,Compatible,39
H3,H - Portales,Equipamiento,Condicionada,21
H3,H - Portales,Equipamiento,No permitida,7
H3,H - Portales,Habitacional,Compatible,7
H3,H - Portales,Habitacional,Condicionada,3
H3,H - Portales,Habitacional,No permitida,4
H3,H - Portales,Industrial,Compatible,10
H3,H - Portales,Industrial,Condicionada,13
H3,H - Portales,Industrial,No permitida,15
H4,H - Portales,Comercio y servicios,Compatible,67
H4,H - Portales,Comercio y servicios,Condicionada,19
H4,H - Portales,Comercio y servicios,No permitida,13
H4,H - Portales,Equipamiento,Compatible,46
H4,H - Portales,Equipamiento,Condicionada,7
H4,H - Portales,Equipamiento,No permitida,14
H4,H - Portales,Habitacional,Compatible,7
H4,H - Portales,Habitacional,Condicionada,3
H4,H - Portales,Habitacional,No permitida,4
H4,H - Portales,Industrial,Compatible,5
H4,H - Portales,Industrial,Condicionada,13
H4,H - Portales,Industrial,No permitida,20
I1,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,73
I1,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,19
I1,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,7
I1,I - Anahuac-Villas del Rey,Equipamiento,Compatible,48
I1,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,10
I1,I - Anahuac-Villas del Rey,Equipamiento,No permitida,9
I1,I - Anahuac-Villas del Rey,Habitacional,Compatible,9
I1,I - Anahuac-Villas del Rey,Habitacional,No permitida,5
I1,I - Anahuac-Villas del Rey,Industrial,Compatible,8
I1,I - Anahuac-Villas del Rey,Industrial,Condicionada,11
I1,I - Anahuac-Villas del Rey,Industrial,No permitida,19
I2,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,73
I2,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,19
I2,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,7
I2,I - Anahuac-Villas del Rey,Equipamiento,Compatible,48
I2,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,10
I2,I - Anahuac-Villas del Rey,Equipamiento,No permitida,9
I2,I - Anahuac-Villas del Rey,Habitacional,Compatible,9
I2,I - Anahuac-Villas del Rey,Habitacional,No permitida,5
I2,I - Anahuac-Villas del Rey,Industrial,Compatible,8
I2,I - Anahuac-Villas del Rey,Industrial,Condicionada,10
I2,I - Anahuac-Villas del Rey,Industrial,No permitida,20
I3,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,72
I3,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,18
I3,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,9
I3,I - Anahuac-Villas del Rey,Equipamiento,Compatible,48
I3,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,10
I3,I - Anahuac-Villas del Rey,Equipamiento,No permitida,9
I3,I - Anahuac-Villas del Rey,Habitacional,Compatible,9
I3,I - Anahuac-Villas del Rey,Habitacional,No permitida,5
I3,I - Anahuac-Villas del Rey,Industrial,Compatible,8
I3,I - Anahuac-Villas del Rey,Industrial,Condicionada,10
I3,I - Anahuac-Villas del Rey,Industrial,No permitida,20
I4,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,73
I4,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,19
I4,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,7
I4,I - Anahuac-Villas del Rey,Equipamiento,Compatible,48
I4,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,10
I4,I - Anahuac-Villas del Rey,Equipamiento,No permitida,9
I4,I - Anahuac-Villas del Rey,Habitacional,Compatible,6
I4,I - Anahuac-Villas del Rey,Habitacional,Condicionada,3
I4,I - Anahuac-Villas del Rey,Habitacional,No permitida,5
I4,I - Anahuac-Villas del Rey,Industrial,Compatible,7
I4,I - Anahuac-Villas del Rey,Industrial,Condicionada,8
I4,I - Anahuac-Villas del Rey,Industrial,No permitida,23
I5,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,73
I5,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,19
I5,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,7
I5,I - Anahuac-Villas del Rey,Equipamiento,Compatible,43
I5,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,12
I5,I - Anahuac-Villas del Rey,Equipamiento,No permitida,12
I5,I - Anahuac-Villas del Rey,Habitacional,Compatible,8
I5,I - Anahuac-Villas del Rey,Habitacional,Condicionada,3
I5,I - Anahuac-Villas del Rey,Habitacional,No permitida,3
I5,I - Anahuac-Villas del Rey,Industrial,Compatible,11
I5,I - Anahuac-Villas del Rey,Industrial,Condicionada,11
I5,I - Anahuac-Villas del Rey,Industrial,No permitida,16
I6,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,73
I6,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,19
I6,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,7
I6,I - Anahuac-Villas del Rey,Equipamiento,Compatible,48
I6,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,10
I6,I - Anahuac-Villas del Rey,Equipamiento,No permitida,9
I6,I - Anahuac-Villas del Rey,Habitacional,Compatible,6
I6,I - Anahuac-Villas del Rey,Habitacional,Condicionada,3
I6,I - Anahuac-Villas del Rey,Habitacional,No permitida,5
I6,I - Anahuac-Villas del Rey,Industrial,Compatible,8
I6,I - Anahuac-Villas del Rey,Industrial,Condicionada,10
I6,I - Anahuac-Villas del Rey,Industrial,No permitida,20
I7,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,73
I7,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,19
I7,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,7
I7,I - Anahuac-Villas del Rey,Equipamiento,Compatible,48
I7,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,10
I7,I - Anahuac-Villas del Rey,Equipamiento,No permitida,9
I7,I - Anahuac-Villas del Rey,Habitacional,Compatible,6
I7,I - Anahuac-Villas del Rey,Habitacional,Condicionada,3
I7,I - Anahuac-Villas del Rey,Habitacional,No permitida,5
I7,I - Anahuac-Villas del Rey,Industrial,Compatible,8
I7,I - Anahuac-Villas del Rey,Industrial,Condicionada,10
I7,I - Anahuac-Villas del Rey,Industrial,No permitida,20
I8,I - Anahuac-Villas del Rey,Comercio y servicios,Compatible,75
I8,I - Anahuac-Villas del Rey,Comercio y servicios,Condicionada,20
I8,I - Anahuac-Villas del Rey,Comercio y servicios,No permitida,4
I8,I - Anahuac-Villas del Rey,Equipamiento,Compatible,48
I8,I - Anahuac-Villas del Rey,Equipamiento,Condicionada,10
I8,I - Anahuac-Villas del Rey,Equipamiento,No permitida,9
I8,I - Anahuac-Villas del Rey,Habitacional,Compatible,6
I8,I - Anahuac-Villas del Rey,Habitacional,Condicionada,3
I8,I - Anahuac-Villas del Rey,Habitacional,No permitida,5
I8,I - Anahuac-Villas del Rey,Industrial,Compatible,13
I8,I - Anahuac-Villas del Rey,Industrial,Condicionada,10
I8,I - Anahuac-Villas del Rey,Industrial,No permitida,15
J1,J - Lagunas,Comercio y servicios,Compatible,17
J1,J - Lagunas,Comercio y servicios,Condicionada,4
J1,J - Lagunas,Comercio y servicios,No permitida,78
J1,J - Lagunas,Equipamiento,Compatible,30
J1,J - Lagunas,Equipamiento,Condicionada,2
J1,J - Lagunas,Equipamiento,No permitida,35
J1,J - Lagunas,Habitacional,Condicionada,11
J1,J - Lagunas,Habitacional,No permitida,3
J1,J - Lagunas,Industrial,Compatible,1
J1,J - Lagunas,Industrial,No permitida,37
J2,J - Lagunas,Comercio y servicios,Compatible,21
J2,J - Lagunas,Comercio y servicios,Condicionada,8
J2,J - Lagunas,Comercio y servicios,No permitida,70
J2,J - Lagunas,Equipamiento,Compatible,26
J2,J - Lagunas,Equipamiento,Condicionada,4
J2,J - Lagunas,Equipamiento,No permitida,37
J2,J - Lagunas,Habitacional,Condicionada,3
J2,J - Lagunas,Habitacional,No permitida,11
J2,J - Lagunas,Industrial,Compatible,1
J2,J - Lagunas,Industrial,No permitida,37
J3,J - Lagunas,Comercio y servicios,Compatible,2
J3,J - Lagunas,Comercio y servicios,Condicionada,10
J3,J - Lagunas,Comercio y servicios,No permitida,87
J3,J - Lagunas,Equipamiento,Compatible,13
J3,J - Lagunas,Equipamiento,Condicionada,4
J3,J - Lagunas,Equipamiento,No permitida,50
J3,J - Lagunas,Habitacional,No permitida,14
J3,J - Lagunas,Industrial,Compatible,1
J3,J - Lagunas,Industrial,No permitida,37
K1,K - Campestre,Comercio y servicios,Compatible,51
K1,K - Campestre,Comercio y servicios,Condicionada,14
K1,K - Campestre,Comercio y servicios,No permitida,34
K1,K - Campestre,Equipamiento,Compatible,7
K1,K - Campestre,Equipamiento,Condicionada,3
K1,K - Campestre,Equipamiento,No permitida,57
K1,K - Campestre,Habitacional,No permitida,14
K1,K - Campestre,Industrial,Compatible,12
K1,K - Campestre,Industrial,Condicionada,11
K1,K - Campestre,Industrial,No permitida,15
K2,K - Campestre,Comercio y servicios,Compatible,66
K2,K - Campestre,Comercio y servicios,Condicionada,30
K2,K - Campestre,Comercio y servicios,No permitida,3
K2,K - Campestre,Equipamiento,Compatible,46
K2,K - Campestre,Equipamiento,Condicionada,13
K2,K - Campestre,Equipamiento,No permitida,8
K2,K - Campestre,Habitacional,Compatible,8
K2,K - Campestre,Habitacional,Condicionada,3
K2,K - Campestre,Habitacional,No permitida,3
K2,K - Campestre,Industrial,Compatible,10
K2,K - Campestre,Industrial,Condicionada,10
K2,K - Campestre,Industrial,No permitida,18
K3,K - Campestre,Comercio y servicios,Compatible,53
K3,K - Campestre,Comercio y servicios,Condicionada,17
K3,K - Campestre,Comercio y servicios,No permitida,29
K3,K - Campestre,Equipamiento,Compatible,43
K3,K - Campestre,Equipamiento,Condicionada,7
K3,K - Campestre,Equipamiento,No permitida,17
K3,K - Campestre,Habitacional,Compatible,8
K3,K - Campestre,Habitacional,Condicionada,3
K3,K - Campestre,Habitacional,No permitida,3
K3,K - Campestre,Industrial,Compatible,1
K3,K - Campestre,Industrial,Condicionada,12
K3,K - Campestre,Industrial,No permitida,25
K4,K - Campestre,Comercio y servicios,Compatible,61
K4,K - Campestre,Comercio y servicios,Condicionada,31
K4,K - Campestre,Comercio y servicios,No permitida,7
K4,K - Campestre,Equipamiento,Compatible,44
K4,K - Campestre,Equipamiento,Condicionada,11
K4,K - Campestre,Equipamiento,No permitida,12
K4,K - Campestre,Habitacional,Compatible,8
K4,K - Campestre,Habitacional,Condicionada,3
K4,K - Campestre,Habitacional,No permitida,3
K4,K - Campestre,Industrial,Compatible,1
K4,K - Campestre,Industrial,Condicionada,15
K4,K - Campestre,Industrial,No permitida,22
K5,K - Campestre,Comercio y servicios,Compatible,52
K5,K - Campestre,Comercio y servicios,Condicionada,11
K5,K - Campestre,Comercio y servicios,No permitida,36
K5,K - Campestre,Equipamiento,Compatible,46
K5,K - Campestre,Equipamiento,Condicionada,7
K5,K - Campestre,Equipamiento,No permitida,14
K5,K - Campestre,Habitacional,Compatible,8
K5,K - Campestre,Habitacional,Condicionada,3
K5,K - Campestre,Habitacional,No permitida,3
K5,K - Campestre,Industrial,Compatible,2
K5,K - Campestre,Industrial,Condicionada,3
K5,K - Campestre,Industrial,No permitida,33
K6,K - Campestre,Comercio y servicios,Compatible,49
K6,K - Campestre,Comercio y servicios,Condicionada,15
K6,K - Campestre,Comercio y servicios,No permitida,35
K6,K - Campestre,Equipamiento,Compatible,43
K6,K - Campestre,Equipamiento,Condicionada,9
K6,K - Campestre,Equipamiento,No permitida,15
K6,K - Campestre,Habitacional,Compatible,9
K6,K - Campestre,Habitacional,Condicionada,3
K6,K - Campestre,Habitacional,No permitida,2
K6,K - Campestre,Industrial,Compatible,1
K6,K - Campestre,Industrial,Condicionada,8
K6,K - Campestre,Industrial,No permitida,29
K7,K - Campestre,Comercio y servicios,Compatible,51
K7,K - Campestre,Comercio y servicios,Condicionada,15
K7,K - Campestre,Comercio y servicios,No permitida,33
K7,K - Campestre,Equipamiento,Compatible,43
K7,K - Campestre,Equipamiento,Condicionada,9
K7,K - Campestre,Equipamiento,No permitida,15
K7,K - Campestre,Habitacional,Compatible,9
K7,K - Campestre,Habitacional,Condicionada,3
K7,K - Campestre,Habitacional,No permitida,2
K7,K - Campestre,Industrial,Compatible,1
K7,K - Campestre,Industrial,Condicionada,13
K7,K - Campestre,Industrial,No permitida,24
K8,K - Campestre,Comercio y servicios,Compatible,74
K8,K - Campestre,Comercio y servicios,Condicionada,23
K8,K - Campestre,Comercio y servicios,No permitida,2
K8,K - Campestre,Equipamiento,Compatible,54
K8,K - Campestre,Equipamiento,Condicionada,4
K8,K - Campestre,Equipamiento,No permitida,9
K8,K - Campestre,Habitacional,Compatible,8
K8,K - Campestre,Habitacional,Condicionada,3
K8,K - Campestre,Habitacional,No permitida,3
K8,K - Campestre,Industrial,Compatible,15
K8,K - Campestre,Industrial,Condicionada,9
K8,K - Campestre,Industrial,No permitida,14
K9,K - Campestre,Comercio y servicios,Compatible,79
K9,K - Campestre,Comercio y servicios,Condicionada,17
K9,K - Campestre,Comercio y servicios,No permitida,3
K9,K - Campestre,Equipamiento,Compatible,36
K9,K - Campestre,Equipamiento,Condicionada,21
K9,K - Campestre,Equipamiento,No permitida,10
