nivel,seccion,pagina_pdf,uso_grupo,codigo_actividad,actividad,distrito,sector,compatibilidad,compatibilidad_desc,confianza_color,fuente,nota
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,E2,E - Cetys-Tecnologico,COND,Condicionada,117,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,E3,E - Cetys-Tecnologico,COND,Condicionada,114,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,E4,E - Cetys-Tecnologico,COND,Condicionada,117,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,E5,E - Cetys-Tecnologico,COND,Condicionada,122,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,E6,E - Cetys-Tecnologico,COND,Condicionada,117,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,E7,E - Cetys-Tecnologico,COND,Condicionada,114,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,F1,F - Abasolo,COND,Condicionada,117,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,F2,F - Abasolo,COND,Condicionada,114,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,F3,F - Abasolo,COND,Condicionada,128,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,F4,F - Abasolo,COND,Condicionada,114,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.1,Alquiler de salones para fiestas y convenciones,F5,F - Abasolo,COND,Condicionada,117,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,A1,A - Santorales,,,0,matriz de compatibilidad del PDUCPM.pdf,Extraido por clasificacion de simbolos de color; revisar celdas vacias o confianza baja.
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,B1,B - Nacionalista-Orizaba,C,Compatible,152,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,B2,B - Nacionalista-Orizaba,C,Compatible,82,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,B3,B - Nacionalista-Orizaba,C,Compatible,89,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,B4,B - Nacionalista-Orizaba,C,Compatible,88,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,B5,B - Nacionalista-Orizaba,C,Compatible,89,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,B6,B - Nacionalista-Orizaba,C,Compatible,88,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,B7,B - Nacionalista-Orizaba,C,Compatible,105,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C1,C - Central,C,Compatible,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C2,C - Central,C,Compatible,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C3,C - Central,NP,No permitida,62,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C4,C - Central,C,Compatible,118,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C5,C - Central,C,Compatible,118,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C6,C - Central,C,Compatible,118,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C7,C - Central,C,Compatible,136,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C8,C - Central,C,Compatible,118,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C9,C - Central,C,Compatible,136,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C10,C - Central,NP,No permitida,109,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C11,C - Central,C,Compatible,136,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C12,C - Central,NP,No permitida,107,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C13,C - Central,C,Compatible,136,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C14,C - Central,C,Compatible,152,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C15,C - Central,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C16,C - Central,C,Compatible,152,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C17,C - Central,C,Compatible,166,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C18,C - Central,C,Compatible,166,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C19,C - Central,C,Compatible,166,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C20,C - Central,C,Compatible,182,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C21,C - Central,C,Compatible,178,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C22,C - Central,C,Compatible,178,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C23,C - Central,C,Compatible,178,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C24,C - Central,C,Compatible,178,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C25,C - Central,C,Compatible,178,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,C26,C - Central,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,D1,D - Independencia-Alamitos,C,Compatible,196,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,D2,D - Independencia-Alamitos,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,D3,D - Independencia-Alamitos,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,D4,D - Independencia-Alamitos,C,Compatible,200,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,E1,E - Cetys-Tecnologico,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,E2,E - Cetys-Tecnologico,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,E3,E - Cetys-Tecnologico,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,E4,E - Cetys-Tecnologico,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,E5,E - Cetys-Tecnologico,C,Compatible,201,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,E6,E - Cetys-Tecnologico,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,E7,E - Cetys-Tecnologico,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,F1,F - Abasolo,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,F2,F - Abasolo,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,F3,F - Abasolo,C,Compatible,200,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,F4,F - Abasolo,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.2,Inmobiliarias y corredores de bienes raíces,F5,F - Abasolo,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",A1,A - Santorales,,,0,matriz de compatibilidad del PDUCPM.pdf,Extraido por clasificacion de simbolos de color; revisar celdas vacias o confianza baja.
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",B1,B - Nacionalista-Orizaba,C,Compatible,152,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",B2,B - Nacionalista-Orizaba,C,Compatible,82,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",B3,B - Nacionalista-Orizaba,C,Compatible,89,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",B4,B - Nacionalista-Orizaba,C,Compatible,88,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",B5,B - Nacionalista-Orizaba,C,Compatible,89,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",B6,B - Nacionalista-Orizaba,C,Compatible,88,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",B7,B - Nacionalista-Orizaba,C,Compatible,105,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C1,C - Central,C,Compatible,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C2,C - Central,COND,Condicionada,66,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C3,C - Central,NP,No permitida,62,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C4,C - Central,COND,Condicionada,80,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C5,C - Central,COND,Condicionada,77,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C6,C - Central,NP,No permitida,85,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C7,C - Central,COND,Condicionada,91,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C8,C - Central,NP,No permitida,85,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C9,C - Central,COND,Condicionada,91,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C10,C - Central,NP,No permitida,109,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C11,C - Central,COND,Condicionada,91,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C12,C - Central,COND,Condicionada,102,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C13,C - Central,COND,Condicionada,91,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C14,C - Central,COND,Condicionada,102,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C15,C - Central,COND,Condicionada,110,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C16,C - Central,COND,Condicionada,102,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C17,C - Central,COND,Condicionada,108,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C18,C - Central,COND,Condicionada,109,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C19,C - Central,COND,Condicionada,108,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C20,C - Central,COND,Condicionada,121,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C21,C - Central,COND,Condicionada,112,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C22,C - Central,COND,Condicionada,114,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C23,C - Central,COND,Condicionada,112,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C24,C - Central,COND,Condicionada,114,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C25,C - Central,COND,Condicionada,112,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",C26,C - Central,COND,Condicionada,117,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",D1,D - Independencia-Alamitos,C,Compatible,196,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",D2,D - Independencia-Alamitos,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",D3,D - Independencia-Alamitos,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",D4,D - Independencia-Alamitos,C,Compatible,200,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",E1,E - Cetys-Tecnologico,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",E2,E - Cetys-Tecnologico,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",E3,E - Cetys-Tecnologico,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",E4,E - Cetys-Tecnologico,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",E5,E - Cetys-Tecnologico,C,Compatible,201,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",E6,E - Cetys-Tecnologico,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",E7,E - Cetys-Tecnologico,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",F1,F - Abasolo,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",F2,F - Abasolo,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",F3,F - Abasolo,C,Compatible,200,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",F4,F - Abasolo,C,Compatible,183,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.3,"Alquiler de automóviles, camiones y otros transportes terrestres",F5,F - Abasolo,C,Compatible,184,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,A1,A - Santorales,,,0,matriz de compatibilidad del PDUCPM.pdf,Extraido por clasificacion de simbolos de color; revisar celdas vacias o confianza baja.
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,B1,B - Nacionalista-Orizaba,C,Compatible,143,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,B2,B - Nacionalista-Orizaba,C,Compatible,79,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,B3,B - Nacionalista-Orizaba,C,Compatible,85,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,B4,B - Nacionalista-Orizaba,C,Compatible,85,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,B5,B - Nacionalista-Orizaba,C,Compatible,85,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,B6,B - Nacionalista-Orizaba,C,Compatible,85,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,B7,B - Nacionalista-Orizaba,C,Compatible,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C1,C - Central,C,Compatible,96,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C2,C - Central,COND,Condicionada,62,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C3,C - Central,NP,No permitida,59,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C4,C - Central,COND,Condicionada,75,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C5,C - Central,COND,Condicionada,72,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C6,C - Central,C,Compatible,111,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C7,C - Central,C,Compatible,130,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C8,C - Central,NP,No permitida,81,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C9,C - Central,C,Compatible,130,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C10,C - Central,NP,No permitida,103,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C11,C - Central,C,Compatible,130,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C12,C - Central,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C13,C - Central,C,Compatible,130,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C14,C - Central,C,Compatible,143,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C15,C - Central,C,Compatible,162,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C16,C - Central,C,Compatible,143,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C17,C - Central,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C18,C - Central,C,Compatible,156,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,A-F,25,Comercio y servicios,4.3.4,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales,C19,C - Central,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
