nivel,seccion,pagina_pdf,uso_grupo,codigo_actividad,actividad,distrito,sector,compatibilidad,compatibilidad_desc,confianza_color,fuente,nota
Ciudad - area urbana,G-P,31,Industrial,2.1.5,Preparación e hilado de fibras textiles y fabricación de productos textiles,P2,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.5,Preparación e hilado de fibras textiles y fabricación de productos textiles,P3,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,G1,G - Progreso,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,G2,G - Progreso,NP,No permitida,102,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,G3,G - Progreso,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,G4,G - Progreso,NP,No permitida,102,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,G5,G - Progreso,C,Compatible,169,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,H1,H - Portales,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,H2,H - Portales,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,H3,H - Portales,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,H4,H - Portales,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I1,I - Anahuac-Villas del Rey,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I2,I - Anahuac-Villas del Rey,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I3,I - Anahuac-Villas del Rey,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I4,I - Anahuac-Villas del Rey,C,Compatible,169,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I5,I - Anahuac-Villas del Rey,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I6,I - Anahuac-Villas del Rey,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I7,I - Anahuac-Villas del Rey,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,I8,I - Anahuac-Villas del Rey,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,J1,J - Lagunas,NP,No permitida,102,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,J2,J - Lagunas,NP,No permitida,112,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,J3,J - Lagunas,NP,No permitida,102,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K1,K - Campestre,C,Compatible,169,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K2,K - Campestre,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K3,K - Campestre,COND,Condicionada,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K4,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K5,K - Campestre,NP,No permitida,104,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K6,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K7,K - Campestre,COND,Condicionada,108,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K8,K - Campestre,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,K9,K - Campestre,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,L1,L - Palaco,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,L2,L - Palaco,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,L3,L - Palaco,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,L4,L - Palaco,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,M1,M - Nuevo Mexicali,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,M2,M - Nuevo Mexicali,C,Compatible,169,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,M3,M - Nuevo Mexicali,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,M4,M - Nuevo Mexicali,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,M5,M - Nuevo Mexicali,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,N1,N - Pueblas,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,N2,N - Pueblas,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,N3,N - Pueblas,C,Compatible,169,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,O1,O - Condesa,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,O2,O - Condesa,C,Compatible,169,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,O3,O - Condesa,C,Compatible,154,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,O4,O - Condesa,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,P1,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,P2,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,169,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.6,Fabricación de prendas de vestir,P3,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,170,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",G1,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",G2,G - Progreso,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",G3,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",G4,G - Progreso,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",G5,G - Progreso,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",H1,H - Portales,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",H2,H - Portales,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",H3,H - Portales,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",H4,H - Portales,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I1,I - Anahuac-Villas del Rey,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I2,I - Anahuac-Villas del Rey,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I3,I - Anahuac-Villas del Rey,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I4,I - Anahuac-Villas del Rey,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I5,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I6,I - Anahuac-Villas del Rey,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I7,I - Anahuac-Villas del Rey,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",I8,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",J1,J - Lagunas,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",J2,J - Lagunas,NP,No permitida,106,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",J3,J - Lagunas,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K1,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K2,K - Campestre,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K3,K - Campestre,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K4,K - Campestre,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K5,K - Campestre,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K6,K - Campestre,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K7,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K8,K - Campestre,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",K9,K - Campestre,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",L1,L - Palaco,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",L2,L - Palaco,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",L3,L - Palaco,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",L4,L - Palaco,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",M1,M - Nuevo Mexicali,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",M2,M - Nuevo Mexicali,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",M3,M - Nuevo Mexicali,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",M4,M - Nuevo Mexicali,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",M5,M - Nuevo Mexicali,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",N1,N - Pueblas,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",N2,N - Pueblas,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",N3,N - Pueblas,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",O1,O - Condesa,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",O2,O - Condesa,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",O3,O - Condesa,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",O4,O - Condesa,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",P1,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",P2,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.7,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",P3,P - Reservas Integrales de Ocupacion Condicionada,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,G1,G - Progreso,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,G2,G - Progreso,NP,No permitida,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,G3,G - Progreso,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,G4,G - Progreso,NP,No permitida,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,G5,G - Progreso,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,H1,H - Portales,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,H2,H - Portales,NP,No permitida,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,H3,H - Portales,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,H4,H - Portales,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I1,I - Anahuac-Villas del Rey,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I2,I - Anahuac-Villas del Rey,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I3,I - Anahuac-Villas del Rey,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I4,I - Anahuac-Villas del Rey,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I5,I - Anahuac-Villas del Rey,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I6,I - Anahuac-Villas del Rey,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I7,I - Anahuac-Villas del Rey,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,I8,I - Anahuac-Villas del Rey,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,J1,J - Lagunas,NP,No permitida,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,J2,J - Lagunas,NP,No permitida,105,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,J3,J - Lagunas,NP,No permitida,98,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K1,K - Campestre,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K2,K - Campestre,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K3,K - Campestre,NP,No permitida,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K4,K - Campestre,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K5,K - Campestre,NP,No permitida,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K6,K - Campestre,NP,No permitida,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K7,K - Campestre,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K8,K - Campestre,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,K9,K - Campestre,C,Compatible,146,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,L1,L - Palaco,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,L2,L - Palaco,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,L3,L - Palaco,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,L4,L - Palaco,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,M1,M - Nuevo Mexicali,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,M2,M - Nuevo Mexicali,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,M3,M - Nuevo Mexicali,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,M4,M - Nuevo Mexicali,NP,No permitida,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,M5,M - Nuevo Mexicali,NP,No permitida,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,N1,N - Pueblas,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,N2,N - Pueblas,NP,No permitida,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,N3,N - Pueblas,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,O1,O - Condesa,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,O2,O - Condesa,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,O3,O - Condesa,COND,Condicionada,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,O4,O - Condesa,COND,Condicionada,95,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,P1,P - Reservas Integrales de Ocupacion Condicionada,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,P2,P - Reservas Integrales de Ocupacion Condicionada,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.8,Madera,P3,P - Reservas Integrales de Ocupacion Condicionada,COND,Condicionada,99,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,31,Industrial,2.1.9,Papel,G1,G - Progreso,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
